marks,attendance,assignment_completion,participation,coding_score,communication_score,performance_label,behavior_label,dropout_risk,attendance_prediction
34.0,88.0,48.0,60.0,52.0,48.0,medium,average,medium,moderate
48.0,96.0,58.0,34.0,86.0,52.0,medium,average,low,moderate
77.0,78.0,34.0,77.0,92.0,26.0,medium,good,low,high
41.0,77.0,47.0,96.0,96.0,20.0,medium,good,medium,high
60.0,76.0,61.0,21.0,93.0,97.0,medium,poor,medium,moderate
84.0,68.0,60.0,25.0,68.0,38.0,medium,poor,medium,moderate
40.0,65.0,35.0,72.0,94.0,94.0,medium,average,medium,moderate
64.0,77.0,97.0,64.0,96.0,23.0,high,average,medium,moderate
45.0,87.0,48.0,63.0,70.0,99.0,medium,average,medium,moderate
67.0,64.0,65.0,27.0,53.0,54.0,medium,poor,medium,low
46.0,73.0,62.0,65.0,97.0,84.0,medium,average,medium,moderate
97.0,68.0,62.0,65.0,53.0,87.0,high,average,low,moderate
35.0,57.0,89.0,87.0,33.0,48.0,medium,good,medium,moderate
97.0,57.0,82.0,51.0,28.0,79.0,high,average,medium,moderate
85.0,44.0,90.0,47.0,65.0,46.0,medium,poor,medium,moderate
89.0,66.0,56.0,26.0,22.0,83.0,medium,poor,medium,moderate
89.0,82.0,48.0,65.0,29.0,96.0,medium,average,low,high
43.0,81.0,59.0,71.0,39.0,84.0,medium,good,medium,moderate
95.0,99.0,69.0,42.0,62.0,78.0,high,average,low,high
71.0,42.0,53.0,78.0,58.0,49.0,medium,average,medium,moderate
97.0,85.0,62.0,95.0,60.0,28.0,high,good,low,high
91.0,87.0,40.0,33.0,60.0,60.0,medium,average,low,moderate
70.0,66.0,70.0,65.0,99.0,30.0,medium,average,medium,moderate
56.0,56.0,79.0,75.0,37.0,60.0,medium,average,medium,moderate
38.0,61.0,66.0,21.0,57.0,89.0,medium,poor,medium,low
37.0,80.0,91.0,34.0,69.0,29.0,medium,average,medium,moderate
57.0,91.0,99.0,51.0,41.0,92.0,high,average,low,moderate
86.0,78.0,93.0,30.0,34.0,67.0,high,poor,low,moderate
65.0,70.0,36.0,48.0,23.0,23.0,low,average,medium,moderate
63.0,79.0,91.0,31.0,46.0,77.0,medium,average,medium,moderate
47.0,44.0,53.0,91.0,40.0,20.0,low,average,high,moderate
69.0,76.0,61.0,67.0,35.0,68.0,medium,average,medium,moderate
74.0,42.0,58.0,46.0,41.0,60.0,medium,poor,medium,moderate
98.0,97.0,49.0,82.0,75.0,79.0,high,good,low,high
81.0,93.0,91.0,21.0,86.0,50.0,high,poor,low,moderate
72.0,70.0,74.0,67.0,61.0,29.0,medium,average,medium,moderate
93.0,62.0,97.0,74.0,25.0,50.0,high,average,medium,moderate
59.0,83.0,96.0,84.0,78.0,80.0,high,good,low,high
95.0,78.0,59.0,37.0,32.0,96.0,high,average,low,moderate
55.0,82.0,80.0,67.0,24.0,36.0,medium,average,medium,moderate
38.0,70.0,65.0,81.0,65.0,48.0,medium,good,medium,moderate
59.0,54.0,64.0,83.0,54.0,90.0,medium,average,medium,moderate
39.0,44.0,81.0,34.0,44.0,45.0,low,poor,high,low
38.0,56.0,78.0,98.0,97.0,39.0,medium,good,medium,moderate
91.0,71.0,93.0,41.0,27.0,86.0,high,average,low,moderate
85.0,65.0,84.0,51.0,24.0,59.0,medium,average,medium,moderate
45.0,70.0,73.0,35.0,66.0,66.0,medium,poor,medium,moderate
88.0,56.0,94.0,31.0,53.0,58.0,high,poor,medium,moderate
34.0,96.0,37.0,40.0,84.0,68.0,medium,average,low,moderate
49.0,62.0,83.0,30.0,23.0,41.0,medium,poor,medium,low
79.0,90.0,57.0,78.0,53.0,78.0,high,good,low,high
51.0,63.0,60.0,67.0,31.0,48.0,medium,average,medium,moderate
81.0,66.0,84.0,51.0,23.0,61.0,medium,average,medium,moderate
91.0,76.0,49.0,63.0,57.0,34.0,medium,average,low,moderate
34.0,55.0,91.0,68.0,78.0,20.0,medium,average,high,moderate
31.0,53.0,64.0,34.0,32.0,65.0,low,poor,high,low
95.0,62.0,54.0,43.0,87.0,31.0,high,average,medium,moderate
66.0,88.0,52.0,90.0,61.0,93.0,high,good,low,high
65.0,48.0,59.0,20.0,58.0,96.0,medium,poor,medium,low
62.0,66.0,95.0,96.0,93.0,45.0,high,good,medium,high
60.0,80.0,37.0,97.0,46.0,43.0,medium,good,medium,high
78.0,82.0,65.0,40.0,36.0,60.0,medium,average,low,moderate
70.0,66.0,88.0,45.0,82.0,36.0,high,average,medium,moderate
41.0,44.0,63.0,36.0,28.0,88.0,low,poor,high,low
73.0,40.0,69.0,64.0,89.0,28.0,medium,average,high,moderate
76.0,68.0,54.0,37.0,86.0,56.0,medium,poor,medium,moderate
37.0,88.0,39.0,83.0,98.0,35.0,medium,good,medium,high
56.0,41.0,74.0,50.0,56.0,86.0,medium,poor,high,low
85.0,93.0,94.0,97.0,69.0,31.0,high,good,low,high
73.0,80.0,66.0,88.0,90.0,55.0,high,good,low,high
39.0,40.0,60.0,52.0,30.0,86.0,low,poor,high,low
32.0,60.0,39.0,67.0,44.0,55.0,low,average,medium,moderate
70.0,53.0,96.0,21.0,57.0,34.0,medium,poor,medium,low
62.0,96.0,90.0,25.0,70.0,32.0,medium,average,low,moderate
97.0,73.0,93.0,60.0,74.0,68.0,high,average,low,moderate
66.0,59.0,55.0,57.0,93.0,29.0,medium,average,medium,moderate
95.0,56.0,73.0,51.0,59.0,48.0,medium,average,medium,moderate
45.0,73.0,60.0,27.0,33.0,68.0,medium,poor,medium,low
61.0,40.0,46.0,87.0,35.0,50.0,medium,average,high,moderate
39.0,55.0,44.0,52.0,84.0,86.0,medium,average,medium,moderate
70.0,49.0,56.0,57.0,56.0,75.0,medium,average,medium,moderate
43.0,77.0,68.0,52.0,70.0,30.0,medium,average,medium,moderate
64.0,80.0,38.0,59.0,65.0,85.0,medium,average,low,moderate
54.0,68.0,79.0,71.0,85.0,92.0,medium,average,medium,moderate
43.0,48.0,62.0,81.0,37.0,36.0,medium,average,high,moderate
36.0,62.0,91.0,63.0,33.0,48.0,medium,average,medium,moderate
65.0,90.0,49.0,33.0,78.0,51.0,medium,average,low,moderate
96.0,52.0,33.0,89.0,54.0,54.0,medium,average,medium,high
43.0,49.0,51.0,42.0,85.0,57.0,medium,poor,high,low
58.0,46.0,98.0,21.0,30.0,91.0,medium,poor,high,low
45.0,89.0,52.0,23.0,41.0,72.0,medium,poor,low,moderate
86.0,47.0,79.0,81.0,96.0,91.0,high,average,medium,moderate
59.0,74.0,89.0,50.0,87.0,48.0,medium,average,medium,moderate
98.0,99.0,49.0,21.0,25.0,61.0,high,average,low,moderate
47.0,78.0,74.0,84.0,85.0,28.0,medium,good,medium,moderate
35.0,64.0,44.0,44.0,25.0,42.0,low,average,medium,moderate
70.0,52.0,55.0,98.0,29.0,66.0,medium,good,medium,moderate
75.0,40.0,50.0,90.0,91.0,33.0,medium,average,medium,moderate
99.0,49.0,77.0,23.0,30.0,96.0,high,poor,medium,low
90.0,97.0,91.0,75.0,44.0,41.0,high,good,low,high
91.0,48.0,47.0,68.0,30.0,32.0,medium,average,medium,moderate
74.0,41.0,50.0,33.0,67.0,82.0,medium,poor,medium,low
55.0,88.0,87.0,47.0,24.0,27.0,medium,average,low,moderate
60.0,65.0,62.0,59.0,42.0,45.0,medium,average,medium,moderate
39.0,61.0,65.0,31.0,46.0,35.0,medium,poor,medium,low
60.0,83.0,79.0,77.0,71.0,75.0,high,good,low,high
55.0,71.0,39.0,42.0,59.0,87.0,medium,average,medium,moderate
32.0,94.0,91.0,94.0,35.0,35.0,medium,good,low,high
44.0,68.0,55.0,84.0,57.0,53.0,medium,good,medium,moderate
67.0,82.0,76.0,70.0,56.0,58.0,medium,average,low,moderate
55.0,92.0,60.0,29.0,48.0,75.0,medium,average,low,moderate
99.0,67.0,82.0,21.0,62.0,48.0,high,poor,low,moderate
63.0,57.0,72.0,31.0,46.0,61.0,medium,poor,medium,low
97.0,98.0,42.0,59.0,46.0,60.0,high,average,low,high
76.0,53.0,43.0,82.0,82.0,20.0,medium,average,medium,moderate
32.0,42.0,91.0,32.0,40.0,65.0,low,poor,high,low
44.0,74.0,66.0,76.0,46.0,65.0,medium,good,medium,moderate
79.0,99.0,49.0,23.0,31.0,99.0,medium,average,low,moderate
68.0,45.0,40.0,41.0,75.0,60.0,medium,poor,medium,low
51.0,90.0,38.0,67.0,76.0,91.0,medium,good,low,moderate
66.0,89.0,94.0,86.0,74.0,47.0,high,good,low,high
93.0,95.0,98.0,82.0,33.0,75.0,high,good,low,high
57.0,65.0,57.0,62.0,56.0,92.0,medium,average,medium,moderate
33.0,55.0,44.0,22.0,43.0,32.0,low,poor,high,low
51.0,70.0,59.0,43.0,81.0,65.0,medium,average,medium,moderate
95.0,48.0,39.0,82.0,46.0,93.0,medium,average,medium,moderate
83.0,90.0,68.0,26.0,53.0,64.0,high,average,low,moderate
88.0,79.0,73.0,76.0,56.0,91.0,high,good,low,high
93.0,68.0,98.0,76.0,80.0,53.0,high,average,low,high
38.0,70.0,52.0,80.0,76.0,90.0,medium,good,medium,moderate
49.0,82.0,43.0,37.0,85.0,70.0,medium,average,medium,moderate
34.0,71.0,39.0,39.0,54.0,58.0,low,average,medium,moderate
30.0,90.0,56.0,35.0,85.0,37.0,medium,average,medium,moderate
88.0,95.0,72.0,51.0,89.0,33.0,high,average,low,high
95.0,96.0,34.0,61.0,61.0,43.0,high,good,low,high
40.0,77.0,83.0,29.0,74.0,80.0,medium,poor,medium,moderate
80.0,84.0,62.0,65.0,92.0,57.0,high,average,low,high
67.0,58.0,85.0,39.0,87.0,51.0,medium,poor,medium,moderate
34.0,42.0,62.0,64.0,42.0,57.0,low,average,high,low
94.0,64.0,40.0,44.0,77.0,47.0,medium,average,medium,moderate
90.0,92.0,31.0,96.0,55.0,84.0,high,good,low,high
69.0,48.0,68.0,45.0,31.0,51.0,medium,poor,medium,moderate
79.0,72.0,67.0,89.0,49.0,57.0,medium,good,medium,high
57.0,51.0,86.0,34.0,98.0,64.0,medium,poor,medium,low
85.0,65.0,91.0,26.0,96.0,71.0,high,poor,medium,moderate
61.0,48.0,41.0,35.0,82.0,46.0,medium,poor,medium,low
99.0,84.0,52.0,53.0,99.0,25.0,high,average,low,moderate
34.0,88.0,44.0,92.0,65.0,75.0,medium,good,medium,high
42.0,85.0,37.0,34.0,80.0,64.0,medium,average,medium,moderate
97.0,82.0,30.0,82.0,33.0,71.0,high,good,low,high
50.0,54.0,35.0,75.0,43.0,63.0,medium,average,medium,moderate
51.0,71.0,66.0,47.0,33.0,60.0,medium,average,medium,moderate
85.0,46.0,40.0,46.0,95.0,95.0,medium,poor,medium,moderate
43.0,62.0,43.0,95.0,69.0,24.0,medium,good,medium,moderate
65.0,70.0,38.0,77.0,94.0,27.0,medium,average,medium,moderate
50.0,80.0,80.0,39.0,53.0,94.0,medium,average,medium,moderate
43.0,45.0,74.0,92.0,52.0,90.0,medium,average,high,moderate
97.0,88.0,97.0,52.0,74.0,52.0,high,average,low,high
43.0,67.0,37.0,26.0,65.0,63.0,low,poor,medium,low
36.0,92.0,44.0,85.0,49.0,55.0,medium,good,low,high
77.0,71.0,61.0,89.0,45.0,99.0,high,good,medium,high
90.0,72.0,75.0,55.0,61.0,56.0,high,average,low,moderate
38.0,81.0,39.0,76.0,26.0,80.0,medium,good,medium,moderate
79.0,89.0,44.0,38.0,35.0,49.0,medium,average,low,moderate
67.0,49.0,59.0,88.0,23.0,50.0,medium,average,medium,moderate
88.0,70.0,31.0,49.0,32.0,73.0,medium,average,low,moderate
38.0,41.0,57.0,41.0,35.0,51.0,low,poor,high,low
98.0,68.0,83.0,60.0,26.0,21.0,high,average,low,moderate
73.0,88.0,66.0,41.0,24.0,33.0,medium,average,low,moderate
88.0,91.0,60.0,69.0,85.0,89.0,high,good,low,high
55.0,57.0,64.0,79.0,34.0,49.0,medium,average,medium,moderate
96.0,63.0,96.0,52.0,64.0,28.0,high,average,medium,moderate
73.0,73.0,66.0,82.0,27.0,95.0,medium,good,medium,high
38.0,63.0,67.0,54.0,95.0,99.0,medium,average,medium,moderate
94.0,50.0,95.0,97.0,39.0,59.0,high,good,medium,high
85.0,58.0,41.0,41.0,79.0,70.0,medium,poor,medium,moderate
51.0,64.0,36.0,76.0,71.0,80.0,medium,average,medium,moderate
68.0,71.0,61.0,62.0,81.0,25.0,medium,average,medium,moderate
57.0,95.0,52.0,95.0,70.0,43.0,medium,good,low,high
68.0,72.0,44.0,37.0,60.0,64.0,medium,average,medium,moderate
97.0,63.0,38.0,35.0,81.0,63.0,high,poor,medium,moderate
92.0,79.0,91.0,89.0,85.0,46.0,high,good,low,high
45.0,86.0,73.0,92.0,50.0,20.0,medium,good,medium,high
98.0,65.0,78.0,79.0,95.0,96.0,high,average,medium,high
60.0,69.0,38.0,57.0,98.0,69.0,medium,average,medium,moderate
79.0,53.0,53.0,52.0,77.0,80.0,medium,average,medium,moderate
83.0,91.0,73.0,73.0,94.0,54.0,high,good,low,high
63.0,92.0,66.0,79.0,28.0,60.0,medium,good,low,high
61.0,50.0,78.0,42.0,63.0,55.0,medium,poor,medium,low
61.0,60.0,76.0,20.0,72.0,54.0,medium,poor,medium,low
90.0,56.0,58.0,25.0,94.0,73.0,medium,poor,medium,moderate
57.0,95.0,84.0,47.0,29.0,99.0,medium,average,low,moderate
49.0,43.0,48.0,74.0,84.0,82.0,medium,average,high,moderate
55.0,52.0,35.0,55.0,26.0,73.0,low,average,medium,moderate
43.0,58.0,93.0,69.0,48.0,20.0,medium,average,medium,moderate
57.0,73.0,31.0,57.0,75.0,61.0,medium,average,medium,moderate
37.0,54.0,49.0,40.0,43.0,96.0,medium,poor,high,low
36.0,72.0,38.0,79.0,86.0,51.0,medium,good,medium,moderate
80.0,84.0,46.0,77.0,94.0,63.0,high,good,low,high
35.0,89.0,57.0,97.0,32.0,45.0,medium,good,medium,high
69.0,45.0,39.0,86.0,40.0,35.0,medium,average,medium,moderate
84.0,48.0,62.0,50.0,25.0,76.0,medium,poor,medium,moderate
80.0,45.0,94.0,76.0,76.0,45.0,high,average,medium,moderate
61.0,94.0,39.0,48.0,90.0,67.0,medium,average,low,moderate
43.0,79.0,94.0,89.0,68.0,67.0,medium,good,medium,high
95.0,71.0,58.0,68.0,30.0,87.0,high,average,low,moderate
88.0,87.0,71.0,86.0,33.0,95.0,high,good,low,high
72.0,75.0,60.0,42.0,22.0,64.0,medium,average,medium,moderate
36.0,54.0,52.0,21.0,59.0,24.0,low,poor,high,low
32.0,70.0,37.0,31.0,77.0,66.0,medium,poor,medium,low
52.0,82.0,71.0,62.0,32.0,90.0,medium,average,medium,moderate
41.0,42.0,94.0,96.0,87.0,58.0,medium,average,high,moderate
90.0,76.0,66.0,70.0,40.0,65.0,high,average,low,high
44.0,69.0,71.0,84.0,61.0,81.0,medium,good,medium,moderate
49.0,44.0,75.0,57.0,73.0,55.0,medium,average,high,moderate
98.0,55.0,57.0,96.0,63.0,53.0,high,good,medium,high
87.0,66.0,38.0,95.0,58.0,58.0,medium,good,medium,high
45.0,60.0,65.0,37.0,46.0,88.0,low,poor,medium,low
56.0,57.0,90.0,88.0,54.0,59.0,medium,good,medium,moderate
66.0,78.0,51.0,21.0,39.0,46.0,medium,poor,medium,moderate
76.0,64.0,91.0,67.0,43.0,67.0,high,average,medium,moderate
95.0,69.0,89.0,54.0,80.0,75.0,high,average,low,moderate
90.0,87.0,47.0,44.0,90.0,93.0,high,average,low,moderate
98.0,45.0,70.0,94.0,87.0,91.0,high,average,medium,high
32.0,61.0,82.0,72.0,46.0,82.0,medium,average,medium,moderate
46.0,44.0,64.0,31.0,45.0,81.0,medium,poor,high,low
69.0,95.0,78.0,31.0,24.0,55.0,medium,average,low,moderate
33.0,51.0,93.0,29.0,41.0,47.0,low,poor,high,low
54.0,89.0,73.0,44.0,66.0,65.0,medium,average,low,moderate
40.0,51.0,88.0,25.0,41.0,76.0,medium,poor,high,low
95.0,59.0,86.0,41.0,78.0,61.0,high,poor,medium,moderate
34.0,76.0,86.0,81.0,24.0,36.0,medium,good,medium,moderate
40.0,89.0,89.0,89.0,52.0,21.0,medium,good,medium,high
43.0,50.0,45.0,82.0,42.0,24.0,low,average,high,moderate
40.0,52.0,31.0,59.0,59.0,54.0,low,average,high,moderate
69.0,92.0,40.0,75.0,22.0,83.0,medium,good,low,high
55.0,59.0,47.0,95.0,53.0,83.0,medium,good,medium,moderate
93.0,52.0,78.0,24.0,83.0,84.0,high,poor,medium,low
48.0,84.0,65.0,92.0,88.0,76.0,medium,good,medium,high
67.0,45.0,62.0,77.0,40.0,21.0,medium,average,medium,moderate
76.0,92.0,30.0,50.0,54.0,90.0,high,average,low,moderate
73.0,92.0,77.0,55.0,75.0,95.0,high,average,low,moderate
85.0,91.0,55.0,55.0,57.0,87.0,high,average,low,high
44.0,57.0,83.0,32.0,63.0,55.0,medium,poor,medium,low
65.0,46.0,37.0,38.0,47.0,37.0,low,poor,medium,low
86.0,65.0,50.0,43.0,86.0,92.0,high,average,medium,moderate
90.0,60.0,33.0,20.0,70.0,34.0,medium,poor,medium,moderate
73.0,97.0,49.0,60.0,96.0,83.0,high,average,low,high
75.0,77.0,94.0,58.0,82.0,97.0,high,average,low,moderate
90.0,96.0,64.0,46.0,49.0,92.0,high,average,low,moderate
73.0,85.0,60.0,34.0,46.0,61.0,medium,average,low,moderate
96.0,82.0,49.0,97.0,27.0,86.0,high,good,low,high
38.0,46.0,48.0,74.0,69.0,86.0,medium,average,high,moderate
54.0,44.0,76.0,57.0,79.0,97.0,medium,average,high,moderate
37.0,42.0,98.0,77.0,48.0,48.0,medium,average,high,moderate
36.0,75.0,82.0,49.0,21.0,70.0,medium,average,medium,moderate
63.0,52.0,81.0,37.0,86.0,85.0,medium,poor,medium,low
45.0,99.0,63.0,73.0,37.0,38.0,medium,good,low,high
58.0,47.0,36.0,81.0,66.0,38.0,medium,average,medium,moderate
60.0,96.0,80.0,72.0,24.0,51.0,medium,good,low,high
73.0,80.0,86.0,65.0,25.0,48.0,medium,average,low,moderate
96.0,46.0,65.0,20.0,91.0,80.0,medium,poor,medium,low
89.0,43.0,36.0,71.0,73.0,94.0,medium,average,medium,moderate
56.0,63.0,79.0,69.0,20.0,32.0,medium,average,medium,moderate
52.0,60.0,94.0,52.0,28.0,46.0,medium,average,medium,moderate
83.0,58.0,45.0,39.0,59.0,94.0,medium,poor,medium,moderate
38.0,71.0,41.0,98.0,74.0,67.0,medium,good,medium,high
67.0,47.0,81.0,50.0,53.0,36.0,medium,poor,medium,moderate
59.0,47.0,53.0,41.0,89.0,68.0,medium,poor,medium,low
42.0,81.0,80.0,76.0,72.0,90.0,medium,good,medium,moderate
73.0,99.0,79.0,58.0,69.0,49.0,high,average,low,high
52.0,56.0,48.0,64.0,43.0,58.0,medium,average,medium,moderate
42.0,95.0,32.0,71.0,74.0,69.0,medium,good,low,moderate
75.0,60.0,68.0,49.0,89.0,87.0,medium,average,medium,moderate
42.0,60.0,58.0,32.0,23.0,65.0,medium,poor,medium,low
77.0,45.0,89.0,33.0,78.0,96.0,medium,poor,medium,low
41.0,65.0,55.0,95.0,90.0,80.0,medium,good,medium,moderate
60.0,69.0,47.0,60.0,54.0,53.0,medium,average,medium,moderate
86.0,79.0,90.0,53.0,81.0,58.0,high,average,low,moderate
46.0,49.0,81.0,45.0,48.0,75.0,medium,poor,high,low
83.0,51.0,73.0,77.0,35.0,25.0,medium,average,medium,moderate
80.0,65.0,96.0,93.0,85.0,38.0,high,good,medium,high
93.0,44.0,84.0,81.0,44.0,39.0,high,average,medium,moderate
41.0,48.0,90.0,62.0,80.0,84.0,medium,average,high,moderate
80.0,77.0,85.0,58.0,45.0,85.0,high,average,low,moderate
95.0,97.0,58.0,89.0,51.0,85.0,high,good,low,high
83.0,74.0,34.0,88.0,74.0,28.0,medium,good,low,high
43.0,48.0,72.0,51.0,47.0,43.0,medium,poor,high,low
87.0,99.0,83.0,97.0,84.0,44.0,high,good,low,high
37.0,71.0,99.0,86.0,23.0,21.0,medium,good,medium,moderate
71.0,83.0,77.0,87.0,20.0,40.0,medium,good,low,high
64.0,51.0,69.0,24.0,26.0,54.0,medium,poor,medium,low
67.0,74.0,70.0,30.0,40.0,90.0,medium,poor,medium,moderate
66.0,44.0,38.0,43.0,24.0,33.0,low,poor,medium,low
32.0,77.0,30.0,80.0,50.0,88.0,medium,good,medium,moderate
65.0,52.0,33.0,26.0,21.0,85.0,medium,poor,medium,low
95.0,94.0,93.0,26.0,80.0,32.0,high,average,low,moderate
60.0,43.0,85.0,22.0,32.0,40.0,medium,poor,high,low
49.0,79.0,48.0,35.0,97.0,56.0,medium,average,medium,moderate
99.0,48.0,59.0,93.0,88.0,95.0,high,good,medium,high
36.0,81.0,63.0,77.0,75.0,82.0,medium,good,medium,moderate
64.0,69.0,47.0,77.0,83.0,97.0,medium,average,medium,moderate
65.0,98.0,59.0,43.0,81.0,45.0,medium,average,low,moderate
63.0,79.0,54.0,70.0,87.0,92.0,high,average,medium,moderate
94.0,62.0,78.0,82.0,64.0,96.0,high,average,medium,high
59.0,45.0,83.0,62.0,69.0,67.0,medium,average,high,moderate
98.0,75.0,36.0,88.0,57.0,32.0,medium,good,low,high
34.0,66.0,62.0,65.0,69.0,41.0,medium,average,medium,moderate
81.0,43.0,99.0,45.0,50.0,30.0,medium,poor,medium,moderate
71.0,74.0,90.0,71.0,29.0,84.0,high,average,medium,moderate
46.0,52.0,85.0,95.0,94.0,45.0,medium,good,medium,moderate
45.0,54.0,81.0,86.0,75.0,76.0,medium,average,medium,moderate
80.0,40.0,30.0,59.0,76.0,41.0,medium,average,medium,moderate
74.0,62.0,98.0,67.0,42.0,98.0,high,average,medium,moderate
72.0,53.0,81.0,98.0,81.0,81.0,high,good,medium,moderate
33.0,44.0,92.0,79.0,61.0,50.0,medium,average,high,moderate
71.0,66.0,93.0,60.0,26.0,58.0,medium,average,medium,moderate
98.0,53.0,47.0,42.0,96.0,24.0,medium,poor,medium,moderate
31.0,48.0,30.0,92.0,99.0,30.0,low,average,high,moderate
62.0,68.0,76.0,98.0,89.0,99.0,high,good,medium,high
64.0,43.0,62.0,25.0,57.0,85.0,medium,poor,high,low
92.0,99.0,31.0,22.0,38.0,87.0,medium,average,low,moderate
49.0,68.0,48.0,29.0,20.0,71.0,medium,poor,medium,low
63.0,99.0,99.0,50.0,78.0,37.0,high,average,low,moderate
80.0,92.0,55.0,32.0,91.0,28.0,medium,average,low,moderate
34.0,98.0,48.0,90.0,28.0,78.0,medium,good,low,high
86.0,72.0,75.0,93.0,74.0,46.0,high,good,low,high
87.0,65.0,76.0,34.0,22.0,20.0,medium,poor,medium,moderate
80.0,83.0,53.0,86.0,82.0,21.0,high,good,low,high
75.0,44.0,89.0,31.0,22.0,64.0,medium,poor,medium,low
82.0,90.0,70.0,82.0,98.0,87.0,high,good,low,high
84.0,59.0,41.0,49.0,33.0,49.0,medium,average,medium,moderate
93.0,40.0,52.0,23.0,52.0,99.0,medium,poor,medium,low
59.0,54.0,89.0,54.0,75.0,50.0,medium,average,medium,moderate
61.0,54.0,36.0,85.0,87.0,78.0,medium,average,medium,moderate
74.0,40.0,30.0,94.0,49.0,39.0,medium,average,medium,moderate
43.0,80.0,75.0,29.0,98.0,68.0,medium,poor,medium,moderate
89.0,45.0,60.0,86.0,21.0,41.0,medium,average,medium,moderate
83.0,90.0,47.0,43.0,57.0,82.0,high,average,low,moderate
74.0,67.0,63.0,57.0,99.0,56.0,medium,average,medium,moderate
51.0,83.0,42.0,28.0,41.0,23.0,medium,average,medium,moderate
54.0,60.0,56.0,97.0,62.0,39.0,medium,good,medium,moderate
60.0,47.0,46.0,83.0,55.0,48.0,medium,average,medium,moderate
76.0,50.0,71.0,71.0,51.0,57.0,medium,average,medium,moderate
84.0,78.0,77.0,78.0,81.0,41.0,high,good,low,high
77.0,82.0,94.0,89.0,61.0,66.0,high,good,low,high
95.0,56.0,34.0,31.0,77.0,97.0,medium,poor,medium,moderate
97.0,61.0,52.0,39.0,61.0,76.0,medium,poor,medium,moderate
79.0,96.0,48.0,22.0,99.0,44.0,high,average,low,moderate
55.0,91.0,70.0,59.0,57.0,74.0,medium,average,low,moderate
71.0,64.0,67.0,59.0,83.0,97.0,high,average,medium,moderate
59.0,54.0,91.0,22.0,69.0,39.0,medium,poor,medium,low
74.0,58.0,94.0,72.0,84.0,38.0,high,average,medium,moderate
86.0,72.0,84.0,20.0,90.0,23.0,medium,poor,low,moderate
55.0,74.0,43.0,83.0,38.0,87.0,medium,good,medium,moderate
65.0,51.0,32.0,76.0,44.0,86.0,medium,average,medium,moderate
33.0,43.0,92.0,85.0,44.0,53.0,medium,average,high,moderate
81.0,69.0,95.0,29.0,58.0,89.0,high,poor,medium,moderate
64.0,87.0,47.0,89.0,59.0,72.0,medium,good,low,high
62.0,49.0,33.0,63.0,20.0,98.0,medium,average,medium,moderate
67.0,64.0,77.0,89.0,91.0,93.0,high,good,medium,moderate
45.0,49.0,71.0,75.0,88.0,96.0,medium,average,high,moderate
71.0,54.0,92.0,72.0,68.0,51.0,medium,average,medium,moderate
82.0,76.0,70.0,22.0,44.0,70.0,medium,poor,low,moderate
54.0,57.0,83.0,75.0,86.0,33.0,medium,average,medium,moderate
39.0,55.0,85.0,55.0,41.0,91.0,medium,average,medium,moderate
57.0,99.0,30.0,87.0,44.0,45.0,medium,good,low,high
43.0,50.0,40.0,74.0,99.0,55.0,medium,average,high,moderate
56.0,51.0,84.0,25.0,93.0,67.0,medium,poor,medium,low
73.0,95.0,42.0,91.0,66.0,82.0,high,good,low,high
37.0,73.0,44.0,25.0,33.0,78.0,low,poor,medium,low
82.0,42.0,82.0,43.0,29.0,96.0,medium,poor,medium,moderate
45.0,65.0,44.0,37.0,97.0,77.0,medium,poor,medium,low
92.0,73.0,40.0,97.0,41.0,83.0,high,good,low,high
81.0,55.0,30.0,32.0,74.0,65.0,medium,poor,medium,moderate
49.0,72.0,62.0,87.0,48.0,53.0,medium,good,medium,moderate
69.0,78.0,74.0,37.0,59.0,93.0,medium,average,low,moderate
37.0,55.0,81.0,72.0,98.0,50.0,medium,average,high,moderate
36.0,88.0,93.0,27.0,67.0,69.0,medium,average,medium,moderate
96.0,67.0,75.0,51.0,54.0,43.0,high,average,low,moderate
86.0,97.0,82.0,69.0,53.0,58.0,high,good,low,high
40.0,45.0,44.0,76.0,38.0,49.0,low,average,high,moderate
49.0,59.0,53.0,89.0,64.0,40.0,medium,good,medium,moderate
43.0,83.0,51.0,85.0,65.0,85.0,medium,good,medium,high
57.0,93.0,34.0,61.0,27.0,81.0,medium,average,low,moderate
50.0,53.0,97.0,44.0,52.0,76.0,medium,poor,medium,low
52.0,98.0,46.0,40.0,71.0,26.0,medium,average,low,moderate
67.0,51.0,61.0,99.0,24.0,39.0,medium,good,medium,moderate
43.0,64.0,54.0,68.0,98.0,37.0,medium,average,medium,moderate
91.0,58.0,33.0,92.0,88.0,76.0,medium,good,medium,high
80.0,65.0,93.0,54.0,70.0,91.0,high,average,medium,moderate
83.0,94.0,45.0,58.0,21.0,50.0,medium,average,low,high
41.0,83.0,37.0,86.0,61.0,46.0,medium,good,medium,high
79.0,87.0,53.0,77.0,91.0,64.0,high,good,low,high
88.0,55.0,40.0,36.0,21.0,99.0,medium,poor,medium,moderate
42.0,96.0,99.0,61.0,83.0,49.0,high,good,low,moderate
82.0,66.0,43.0,37.0,87.0,42.0,medium,poor,medium,moderate
55.0,79.0,51.0,80.0,26.0,61.0,medium,good,medium,moderate
85.0,81.0,48.0,22.0,38.0,93.0,medium,poor,low,moderate
63.0,79.0,31.0,86.0,77.0,78.0,medium,good,medium,high
